course_id,Title,URL,Short_Intro,Category,Sub-Category,Course_Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,user_ratings
C3555,Introduction to 3D Animation using Blender,https://www.futurelearn.com/courses/introduction-into-3d-modelling-animation,"7,731 enrolled on this course",Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,10 weeks,Future Learn,3.5
C3556,Online Display Advertising: Formats and Creative,https://www.futurelearn.com/courses/display-advertising-formats-and-creative,"Explore online display advertising formats, creative, and best practices to maximise the impact of your marketing campaigns.",Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.5
C3557,Online Display Advertising: Measuring Performance,https://www.futurelearn.com/courses/display-advertising-measuring-performance,Discover how to use ad platform and web analytics to improve the ROI of your online display advertising and deliver results.,Design,Game,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.0
C3558,Online Display Advertising: Targeting Options,https://www.futurelearn.com/courses/display-advertising-targeting-options,Improve your online display advertising targeting to maximise your marketing campaign results and benefit your business.,Design,Digital Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,3.75
C3559,Online Display Advertising: The User Journey,https://www.futurelearn.com/courses/display-advertising-the-user-journey,Learn to use online display advertising throughout the user journey to drive engagement and deliver marketing objectives.,Design,Digital Marketing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.0
C3560,Data Literacy for Journalists,https://www.futurelearn.com/courses/data-literacy-for-journalists,Expand your understanding of data journalism and grow your data literacy skills.,Design,Social Media,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,6 weeks,Future Learn,3.5
C3561,Explore and Understand the Gaming Industry,https://www.futurelearn.com/courses/explore-and-understand-the-gaming-industry-sc,Dive into the world of gaming and discover how to use it to boost your marketing and creative prospects.,Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,3.8
C3562,How to Create Everlasting Experiences Through Gaming,https://www.futurelearn.com/courses/how-to-create-everlasting-experiences-through-gaming-sc,Develop your worldbuilding skills and bring your brand to life through immersive storytelling and transmedia experiences.,Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.75
C3563,How to Understand the Gaming Audience,https://www.futurelearn.com/courses/how-to-understand-the-gaming-audience-sc,Learn techniques to understand your audience and use gamification to improve your creative communications.,Design,Game,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.2
C3564,UX Design Fundamentals: Delivering Value to Users,https://www.futurelearn.com/courses/ux-design-fundamentals-design-thinking-ideation-sc,Learn the role of design thinking in UX – from the five stages of design thinking to defining and creating an ideation plan.,Design,Digital Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,4.25
C3565,"UX Design Strategy and Application: Strategy, Innovation and the Future of Work",https://www.futurelearn.com/courses/ux-design-strategy-and-application-strategy-innovation-future-of-work-sc,"Discover the role of creativity, innovation and strategy in UX design and consider the benefits and challenges of remote working.",Design,Digital Marketing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,3.4
C3566,"An Anthropology of Smartphones: Communication, Ageing and Health",https://www.futurelearn.com/courses/an-anthropology-of-smartphones,Explore how smartphones have affected our lives by using comparative anthropology as a method of research.,Design,Social Media,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.5
C3567,Low-Budget Video Production: Visual Communication for Small Charities,https://www.futurelearn.com/courses/low-budget-video-production-for-small-charities,Understand how video can expand and enhance your organisation’s communications and develop practical skills for your productions.,Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,3.0
C3568,Filmmaking and Animation Online and in the Classroom,https://www.futurelearn.com/courses/filmmaking-animation-classroom,Learn how to use simple filmmaking and animation techniques to bring learning to life across the curriculum.,Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,2.0
C3569,"Lights, Camera, Computer - Action! How Digital Technology is Transforming Film, TV, and Gaming",https://www.futurelearn.com/courses/lights-camera-computer-action-how-digital-technology-is-transforming-film-tv-and-gaming,Discover the emerging technologies shaping the future of storytelling and how you can start a career in the screen industry.,Design,Game,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.25
C3570,Creating Strategies for Influencer Marketing,https://www.futurelearn.com/courses/creating-strategies-influencer-marketing,"Dive into influencer marketing, learn why it’s so important, and discover how to create branded content with influencers.",Design,Digital Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,3.6
C3571,Strategic Design for Social Media,https://www.futurelearn.com/courses/strategic-conversation-design-social-media,"Learn how to build social media strategies for the entire pipeline, from creative content design to audience-led optimisation.",Design,Digital Marketing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.2
C3572,Facebook Marketing: Organic Reach and Paid Advertising,https://www.futurelearn.com/courses/facebook-marketing,"Learn the essential knowledge, skills, tactics, and strategies for effective free and paid Facebook marketing.",Design,Social Media,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,3.5
C3573,Instagram Marketing: Instagram Essentials and Content Creation,https://www.futurelearn.com/courses/instagram-essentials-and-content-creation,Learn how Instagram works and how to create great content that the algorithm rewards. ,Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.25
C3574,LinkedIn Marketing: LinkedIn Essentials and Content Creation,https://www.futurelearn.com/courses/linkedin-marketing-essentials-and-content-creation,Learn how LinkedIn works and how to create effective and engaging content.,Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.0
C3575,Social Media Marketing Strategy: Objective Setting and Strategic Planning Essentials,https://www.futurelearn.com/courses/social-media-strategy-essentials,"Learn how to build a comprehensive social media marketing strategy, conduct an audit and set objectives.",Design,Game,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.25
C3576,Explore and Understand the Gaming Industry,https://www.futurelearn.com/courses/explore-and-understand-the-gaming-industry,Dive into the world of gaming and discover how to use it to boost your marketing and creative prospects.,Design,Digital Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.4
C3577,How to Create Everlasting Experiences Through Gaming,https://www.futurelearn.com/courses/how-to-create-everlasting-experiences-through-gaming,Develop your worldbuilding skills and bring your brand to life through immersive storytelling and transmedia experiences.,Design,Digital Marketing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.2
C3578,How to Understand the Gaming Audience,https://www.futurelearn.com/courses/how-to-understand-the-gaming-audience,Learn techniques to understand your audience and use gamification to improve your creative communications.,Design,Social Media,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.33
C3579,Introduction to UX Design,https://www.futurelearn.com/courses/user-experience-design,Discover how great user experience leads to increased sales as you explore and develop the critical skills of a UX designer.,Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,5.0
C3580,UX Design Fundamentals: Business Value Through User Experience (UX) Design,https://www.futurelearn.com/courses/ux-design-fundamentals-user-experience-design-fundamentals,442 enrolled on this course,Design,Media Development,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,4.0
C3581,UX Design Fundamentals: Delivering Value to Users,https://www.futurelearn.com/courses/ux-design-fundamentals-design-thinking-ideation,"_x000D_
Learn the role of design thinking in UX – from the five stages of design thinking to defining and creating an ideation plan.",Design,Photography,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,3.67
C3582,Video Game Design and Development: A Bit-by-Bit History of Video Game Music: Video Game Sound and Music,https://www.futurelearn.com/courses/video-game-music,Chart the evolution of the classic 8-bit sound and discover the role of musicians in game design and development.,Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,3.6
C3583,Video Game Design and Development: Introduction to Game Programming,https://www.futurelearn.com/courses/video-game-design-development,"_x000D_
Discover the essentials of video game programming and learn how you can start your own programming career.",Design,Game,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,3.0
C3584,Film Education: A User's Guide,https://www.futurelearn.com/courses/film-education-a-user-s-guide,"Find out all about film education with this course from BFI, and its partners DFI, Cinémathèque Française and Vision Kino.",Design,Digital Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,3.0
C3585,Short Film in Language Teaching,https://www.futurelearn.com/courses/short-film-language-teaching,Find out how teaching with short film can bring alive the learning of languages and introduce rich cultural content to lessons.,Design,Digital Marketing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.0
C3586,The Living Picture Craze: An Introduction to Victorian Film,https://www.futurelearn.com/courses/victorian-film,Film takes a starring role in this course exploring the emergence of a new medium that was set to capture the world's imagination,Design,Social Media,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,3.75
C3587,Introduction to UX and Accessible Design,https://www.futurelearn.com/courses/introduction-to-ux-and-accessible-design,"Explore the world of user interfaces and accessible design, and discover how you can start a career as a UX designer.",Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,5.0
C3588,Getting Started with Agile and Design Thinking,https://www.futurelearn.com/courses/agile-meets-design-thinking,Get an introduction to agile product development and design thinking so you can build better digital products.,Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,4.0
C3589,Master Digital Marketing: Introduction to Marketing,https://www.futurelearn.com/courses/introduction-to-marketing,Boost your marketing skills as you explore the rise of the digital landscape and what makes an effective marketing strategy. ,Design,Game,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.25
C3590,Master Digital Marketing: Marketing Strategy,https://www.futurelearn.com/courses/marketing-strategy,"Develop a marketing mix strategy that aligns with your business objectives, positioning, and target audience.",Design,Digital Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.5
C3591,Master Digital Marketing: The Marketing Mix,https://www.futurelearn.com/courses/email-website-marketing,"Get your brand or product seen as you learn how to include a pricing strategy, promotional mix, and more in your marketing.",Design,Digital Marketing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.0
C3592,Create a Social Media Marketing Campaign,https://www.futurelearn.com/courses/create-a-social-media-marketing-campaign,"75,236 enrolled on this course",Design,Social Media,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.17
C3593,How to Create Great Online Content,https://www.futurelearn.com/courses/how-to-create-great-online-content,"66,388 enrolled on this course",Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.0
C3594,Construct a Virtual Reality Experience,https://www.futurelearn.com/courses/construct-a-virtual-reality-experience,"Discover what virtual reality is, how it can be used, and how you can create it in Javascript.",Design,Media Development,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,4.33
C3595,"Introduction to Virtual, Augmented and Mixed Reality",https://www.futurelearn.com/courses/introduction-to-virtual-reality,"12,888 enrolled on this course",Design,Photography,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,Design,Digital Marketing,Game Development,Photography & Visual Arts,Social Media,UX,Web Development,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,3.0
C3596,Innovation: the Fashion Industry,https://www.futurelearn.com/courses/fashion-innovation,Understand how big fashion retailers innovate and discover the story behind a favourite piece of your clothing.,Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.0
C3597,Compassion in Fashion: Sustainability and the Global Fur Trade,https://www.futurelearn.com/courses/compassion-in-fashion,"Learn how fashion designers and businesses can make more compassionate choices to build fur-free, sustainable fashion brands.",Design,Game,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,4.67
C3598,"Careers in Fashion: Design, Development, and Promotion",https://www.futurelearn.com/courses/careers-in-fashion-design-product-development-and-fashion-promotion,"Explore the many career paths to become a merchandiser, a fashion event producer, or even a fashion designer.",Design,Digital Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.0
C3599,"Careers in Fashion: Retail Marketing, Merchandising, and Management",https://www.futurelearn.com/courses/careers-in-fashion-retailing,"Learn more about retail marketing, the roles in each area of fashion retail, and how to plan a career path for your dream job.",Design,Digital Marketing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.67
C3600,"Careers in Fashion: Styling, Curatorship, and the Ancillary Businesses",https://www.futurelearn.com/courses/careers-in-the-ancillary-businesses,"Explore the many careers on the outskirts of the fashion industry, from digital media to styling and teaching.",Design,Social Media,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,4.0
C3601,Careers in Fashion: Trend Forecasting and Textile Design,https://www.futurelearn.com/courses/careers-in-forecasting-textiles-and-manufacturing,"Explore the different positions available in fashion forecasting, textile design, and sales, and how to start your fashion career.",Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,4.25
C3602,Introduction to Fashion Brand Marketing and Retailing,https://www.futurelearn.com/courses/introduction-fashion-brand-marketing-retailing,Explore the world of marketing and distribution in fashion and build successful strategies for the wholesale and retail level.,Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,3.67
C3603,Introduction to Fashion Marketing and Research,https://www.futurelearn.com/courses/introduction-fashion-marketing-research,Learn how marketing research can inform business decisions and predict upcoming trends in the fashion industry.,Design,Game,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,3.4
C3604,Product Design and Manufacturing Processes in the Fashion Industry,https://www.futurelearn.com/courses/product-design-manufacturing-processes-fashion-industry,"Build your knowledge of the design, preproduction, and manufacturing processes within the fashion industry.",Design,Digital Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.0
C3605,A Beginner’s Guide to Fashion Design,https://www.futurelearn.com/courses/beginners-guide-fashion-design,"Explore the basics of fashion design and examine fashion in context, fashion as a visual language, and textile and colour choice.",Design,Digital Marketing,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.0
C3606,Business Law and the Fashion Industry,https://www.futurelearn.com/courses/business-law-fashion-industry,"Build your knowledge of the business laws and requirements needed to start, run, and expand a fashion brand of any size.",Design,Social Media,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.5
C3607,Business and Workplace Ethics in the Fashion Industry,https://www.futurelearn.com/courses/business-workplace-ethics-fashion-industry,Explore the importance of company values and corporate culture and how this affects employee productivity.,Design,UX,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,4.33
C3608,Consumers and Ethical Considerations in the Fashion Industry,https://www.futurelearn.com/courses/consumers-ethical-considerations-fashion-industry,Understand how ethics plays a role in consumer behaviour and how this affects decisions in the fashion industry.,Design,Media Development,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,3 weeks,Future Learn,4.0
C3609,Fashion and the Climate Crisis: An Introduction to Sustainability,https://www.futurelearn.com/courses/fashion-and-the-climate-crisis-an-introduction-to-sustainability,Understand the links between the fashion industry and the climate crisis and the imperative for a planet positive fashion future.,Design,Photography,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,2 weeks,Future Learn,4.5
C3610,Fashion and the Global Supply Chain,https://www.futurelearn.com/courses/fashion-global-supply-chain,Contextualise the global fashion industry and learn how to improve business processes across the fashion supply chain.,Design,Visual Arts,Course,English,"Subtitles: Italian, German, Russian English, Spanish","Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,Design,Innovation,Marketing,Music,Photography & Visual Arts,Sustainability,Writing,,,,,,,,,,,,,,,,,,,,,,,,,",,,,4 weeks,Future Learn,3.83
